name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
TN7130,[H][C@@]12C[C@H](O)[C@@]3([H])C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],432.65,4.76,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.2436,0.071,Low
TN1205,[H][C@@]12C[C@H](O)[C@]3(O)[C@@H](O)C=CC(=O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,488.62,2.31,124.3,4,7,3,0,Obeticholic acid (OCA),FXR,0.2391,0.1031,Low
T20920,CC12CCC(O)CC1CCC1C2CCC2(C)C(O)(C3=CC(=O)OC3)CCC12O,390.52,2.72,87,3,5,1,0,Obeticholic acid (OCA),FXR,0.2375,0.0961,Low
TN1326,[H][C@@]12C[C@H](Cl)[C@]3(O)[C@@H](O)C=CC(=O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,507.07,3.55,104.1,3,6,3,1,Obeticholic acid (OCA),FXR,0.2366,0.1248,Low
T1719,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,386.53,4.24,70.7,2,4,1,0,Obeticholic acid (OCA),FXR,0.2346,0.1156,Low
T9604,[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]21[H],372.46,4.02,83.8,2,4,4,0,Obeticholic acid (OCA),FXR,0.2317,0.1298,Low
T2621,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@](O)(c3ccoc3)CC[C@]12O,374.52,3.99,73.8,3,4,1,0,Obeticholic acid (OCA),FXR,0.2308,0.0864,Low
T6S0105,C[C@H]1CC[C@@H]2N(C1)C[C@H]1[C@@H]3C[C@H]4[C@@H](CC(=O)[C@H]5C[C@@H](O)CC[C@@]54C)[C@@H]3CC[C@@H]1[C@]2(C)O,429.65,3.89,60.8,2,4,0,0,Obeticholic acid (OCA),FXR,0.2289,0.0132,Low
T6S0109,C[C@H]1CC[C@@H]2N(C1)C[C@H]1[C@@H]3C[C@H]4[C@@H](CC(=O)[C@H]5C[C@@H](O)CC[C@@]54C)[C@@H]3CC[C@H]1[C@]2(C)O,429.65,3.89,60.8,2,4,0,0,Obeticholic acid (OCA),FXR,0.2289,0.0122,Low
T24166,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,400.6,4.76,60.7,3,3,3,0,Obeticholic acid (OCA),FXR,0.2289,0.088,Low
T21818,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)[C@H](C#N)C[C@@]21[H],341.5,4.26,61.1,1,3,1,0,Obeticholic acid (OCA),FXR,0.2250,0.0892,Low
T5A2461,CC(=O)O[C@H]1C[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@H]1c1ccc(=O)oc1,444.57,3.78,97,2,6,2,0,Obeticholic acid (OCA),FXR,0.2247,0.1367,Low
T0433,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,384.43,2.6,100.5,1,7,4,0,Obeticholic acid (OCA),FXR,0.2222,0.236,Low
T4A2456,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,402.53,3.21,90.9,3,5,1,0,Obeticholic acid (OCA),FXR,0.2118,0.1104,Low
T5A2455,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,416.51,2.39,108,3,6,1,0,Obeticholic acid (OCA),FXR,0.2118,0.1603,Low
TQ0065,[H][C@]12CC[C@@]3([H])[C@@]4(O)CC[C@H](c5ccc(=O)oc5)[C@@]4(C)[C@@H](O)C(=O)[C@]3([H])[C@@]1(C)CC[C@H](O)C2,416.51,2.39,108,3,6,1,0,Obeticholic acid (OCA),FXR,0.2118,0.1893,Low
TN1459,[H][C@]12CC[C@@]3([H])[C@@]4(O)CC[C@]([H])(c5ccc(=O)oc5)[C@@]4(C)[C@H](O)C(=O)[C@]3([H])[C@@]1(C)CC[C@H](O)C2,416.51,2.39,108,3,6,1,0,Obeticholic acid (OCA),FXR,0.2118,0.1884,Low
TN1198,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43CO)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1,402.53,3.21,90.9,3,5,2,0,Obeticholic acid (OCA),FXR,0.2093,0.1022,Low
T1289,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-],515.71,4.33,106.9,2,6,5,1,Obeticholic acid (OCA),FXR,0.2065,0.183,Low
T20302,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)CO)CC[C@@]21[H],330.47,3.7,54.4,1,3,2,0,Obeticholic acid (OCA),FXR,0.2051,0.0888,Low
TN1661,[H][C@@]12C[C@H](O)C3=C(C(=O)C[C@]4(C)[C@@H]([C@H](C)CC(=O)C[C@@H](C)C(=O)O)C[C@H](O)[C@@]34C)[C@@]1(C)CC[C@H](O)C2(C)C,518.69,3.92,132.1,4,6,6,1,Obeticholic acid (OCA),FXR,0.2045,0.2264,Low
T64393,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](c3cc(C#N)c(C#N)c(=O)[nH]3)CC[C@@]21[H],417.55,4.53,100.7,2,4,1,0,Obeticholic acid (OCA),FXR,0.2045,0.3781,Low
T22367,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,474.55,2.22,138.2,3,7,6,0,Obeticholic acid (OCA),FXR,0.2043,0.1539,Low
T21253,[H][C@@]12CC(=O)[C@@]3(O)C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],446.63,4.09,76,2,5,0,0,Obeticholic acid (OCA),FXR,0.2022,0.1239,Low
TN1455,CC(CCC(O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)C(=O)CC12C,474.73,5.68,77.8,3,4,5,1,Obeticholic acid (OCA),FXR,0.2022,0.1381,Low
T3S1149,CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,532.67,3.1,149.2,4,7,6,1,Obeticholic acid (OCA),FXR,0.2000,0.285,Low
TN1059,[H][C@@]12C[C@H](O)C3=C(C(=O)C[C@]4(C)[C@@H]([C@H](C)CC(=O)C[C@@H](C)C(=O)O)CC(=O)[C@@]34C)[C@@]1(C)CC[C@H](O)C2(C)C,516.68,4.13,129,3,6,6,1,Obeticholic acid (OCA),FXR,0.2000,0.3109,Low
T4602,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@@]21C,462.54,2.2,138.2,3,7,6,0,Obeticholic acid (OCA),FXR,0.1978,0.0958,Low
T71703,[H][C@@]12CC[C@@]3([H])N(C)C(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)N(C(=O)NC(C)C)C(C)C)CC[C@@]21[H],459.68,4.82,69.7,1,3,3,0,Obeticholic acid (OCA),FXR,0.1977,0.2041,Low
T71703L,[H][C@@]12CC[C@]3([H])N(C)C(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)N(C(=O)NC(C)C)C(C)C)CC[C@@]21[H],459.68,4.82,69.7,1,3,3,0,Obeticholic acid (OCA),FXR,0.1977,0.2017,Low
T10048,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,332.48,3.63,57.5,2,3,1,0,Obeticholic acid (OCA),FXR,0.1974,0.0765,Low
T60774,CC1(C)CCC(Cc2cc(O)c(-c3ccccc3)c(=O)[nH]2)CC1,311.43,4.51,53.1,2,2,3,0,Obeticholic acid (OCA),FXR,0.1974,0.5485,High
T3225,CC(=O)OCC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,388.5,3.19,76.1,1,5,3,0,Obeticholic acid (OCA),FXR,0.1954,0.1404,Low
T19659,C[C@@]12CCC[C@H]1[C@@H]1C[C@@H](O)[C@@]3(O)C[C@@H](O)CC[C@]3(C)[C@H]1CC2,308.46,2.87,60.7,3,3,0,0,Obeticholic acid (OCA),FXR,0.1944,0.0342,Low
TN7320,[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])C(=O)C=C1C[C@@H](O)CC[C@@]12C,302.41,3.06,54.4,1,3,0,0,Obeticholic acid (OCA),FXR,0.1944,0.1099,Low
T3033,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,372.51,4.27,60.4,0,4,3,0,Obeticholic acid (OCA),FXR,0.1928,0.0901,Low
T1052,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.42,2.3,86.7,2,3,10,0,Obeticholic acid (OCA),FXR,0.1918,0.329,Low
T5S1131,C[C@H](CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3=O)C(=O)O,530.66,3.31,146,3,7,6,1,Obeticholic acid (OCA),FXR,0.1910,0.3877,Low
TN3910,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,464.64,2.74,118.2,5,6,5,0,Obeticholic acid (OCA),FXR,0.1910,0.074,Low
TN2053,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(O)[C@H](C)O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1,464.64,3.3,99.4,4,6,3,0,Obeticholic acid (OCA),FXR,0.1889,0.0859,Low
T2231,[H][C@@]12CCc3cc(OC(=O)CC)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](OC(=O)CC)CC[C@@]21[H],384.52,5.18,52.6,0,4,4,1,Obeticholic acid (OCA),FXR,0.1882,0.1686,Low
T15239,[H][C@@]12CC=C3C=C(C(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)NC(C)(C)C)CC[C@@]21[H],399.58,5.1,66.4,2,2,2,1,Obeticholic acid (OCA),FXR,0.1882,0.1876,Low
TN1572,[H][C@]12CC[C@]3(C)[C@@H](c4ccc(=O)oc4)[C@@H](O)[C@@]4([H])O[C@@]34[C@]1([H])CC[C@]1(O)C[C@@H](O)CC[C@@]12C,416.51,2.34,103.4,3,6,1,0,Obeticholic acid (OCA),FXR,0.1882,0.1792,Low
T5S1133,CC(CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,514.66,4.34,125.8,2,6,6,1,Obeticholic acid (OCA),FXR,0.1868,0.3756,Low
T6S1141,CC(CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)O,516.68,4.13,129,3,6,6,1,Obeticholic acid (OCA),FXR,0.1868,0.3367,Low
TN1187,[H][C@@]12C[C@H](O)C3=C(C(=O)C(O)[C@@]4(C)[C@@]3(C)C(=O)C[C@]4([H])[C@H](C)CC(=O)CC(C)C(=O)O)[C@@]1(C)CCC(=O)C2(C)C,530.66,3.31,146,3,7,6,1,Obeticholic acid (OCA),FXR,0.1868,0.3528,Low
TN1475,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)CO,488.71,5.18,98,4,4,2,1,Obeticholic acid (OCA),FXR,0.1860,0.103,Low
T3S1251,[H][C@@]12CC=C3C[C@@H](O)C[C@@H](O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CCC(=C)CO3)[C@@H](C)[C@]12[H],428.61,4.6,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.1848,0.082,Low
T5S0106,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,427.63,4.26,58.6,2,4,0,0,Obeticholic acid (OCA),FXR,0.1848,0.0489,Low
T6472,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@@]21C,508.56,3.52,107,1,7,6,1,Obeticholic acid (OCA),FXR,0.1837,0.2027,Low
T2625,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,442.91,5.34,71.4,1,3,6,1,Obeticholic acid (OCA),FXR,0.1829,0.6761,High
T16574,[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)[O-])CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],395.54,4,83.5,0,5,3,0,Obeticholic acid (OCA),FXR,0.1829,0.225,Low
T11437,CCCC1CCC(c2ccc(C(=O)N[C@H](C(=O)O)C(C)C)cc2)CC1,345.48,4.6,66.4,2,2,7,0,Obeticholic acid (OCA),FXR,0.1818,0.5181,High
TN2346,[H][C@@]12CC=C3C(C)(C)[C@@H](O)CC[C@@]3([H])[C@]1(C)[C@H](O)C[C@]1(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@]21C,476.74,5.47,80.9,4,4,5,1,Obeticholic acid (OCA),FXR,0.1818,0.0704,Low
TN2309,[H][C@@]12CC[C@H]([C@@](C)(O)[C@@]3([H])CC(C)=C(C)C(=O)O3)[C@@]1(C)CC[C@]1([H])[C@@]3(C)C(=O)C=CC[C@]3(O)[C@H]3O[C@H]3[C@@]21[H],470.61,3.5,96.4,2,6,2,0,Obeticholic acid (OCA),FXR,0.1809,0.1739,Low
T70980,[H][C@@]12CCc3cc(CCBr)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@@H](Cc3cccc(C(N)=O)c3)C[C@@]21[H],496.49,5.41,63.3,2,2,5,1,Obeticholic acid (OCA),FXR,0.1809,0.2707,Low
T0948L,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,346.47,2.67,74.6,2,4,2,0,Obeticholic acid (OCA),FXR,0.1807,0.0933,Low
T0977,[H][C@@]12C[C@H](C)C3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],344.5,3.94,54.4,1,3,1,0,Obeticholic acid (OCA),FXR,0.1807,0.1101,Low
T12536,[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],396.55,4.34,80.7,1,4,3,0,Obeticholic acid (OCA),FXR,0.1807,0.162,Low
T4957,[H][C@@]12CCc3cc(C(C)C)c(O)c(O)c3[C@@]1(C(=O)O)CCCC2(C)C,332.44,4.32,77.8,3,3,2,0,Obeticholic acid (OCA),FXR,0.1795,0.6743,High
T0488,[H][C@@]12CC[C@@]3([H])NC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)NC(C)(C)C)CC[C@@]21[H],372.55,3.81,58.2,2,2,1,0,Obeticholic acid (OCA),FXR,0.1786,0.1321,Low
T83180,[H]C12C[C@]3([H])[C@@]45CC[C@@]([H])([C@H](O)[C@@]4([H])[C@]14[C@@H](O)CC[C@@]2(C)CN(CC)[C@]34[H])[C@@](O)(COC(=O)c1ccccc1)[C@@H]5OC(C)=O,539.67,2.39,116.5,3,8,5,1,Obeticholic acid (OCA),FXR,0.1782,0.0557,Low
T6S1256,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,430.63,4.68,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.1778,0.105,Low
T5740,[H][C@@]12CC=C3C[C@@H](O)C[C@@H](O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CCC(C)CO3)[C@@H](C)[C@]12[H],430.63,4.68,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.1778,0.0989,Low
TN1553,CC(CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)C(O)C12C)C1(C)CCC(=O)C(C)(C)C1CC3=O)C(=O)O,528.64,3.52,142.9,2,7,6,1,Obeticholic acid (OCA),FXR,0.1778,0.5089,High
T3S0860,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,432.65,4.76,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.1765,0.0904,Low
T81859,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)C[C@H](O)[C@H](O)C2,432.65,4.76,58.9,2,4,0,0,Obeticholic acid (OCA),FXR,0.1765,0.0733,Low
T22405,[H][C@@]12C(=C[C@@H](O)C[C@@H]1OC(=O)[C@@H](C)CC)C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)O,424.53,2.44,124.3,4,6,10,0,Obeticholic acid (OCA),FXR,0.1758,0.1199,Low
T0270,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,432.56,3.13,100.9,2,6,5,0,Obeticholic acid (OCA),FXR,0.1739,0.1228,Low
T3364,[H][C@]12Cc3c(ccc([C@H](C)[C@@H]4NC[C@@H](C)C[C@H]4O)c3C)[C@]1([H])CC=C1C[C@@H](O)CC[C@@]12C,409.61,4.59,52.5,3,3,2,0,Obeticholic acid (OCA),FXR,0.1739,0.063,Low
T4A2399,[H][C@]12CC[C@]3(C)[C@@H](c4ccc(=O)oc4)[C@@H](OC(C)=O)[C@H]4O[C@]43[C@]1([H])CC[C@]1(O)C[C@@H](O)CC[C@@]12C,458.55,2.91,109.5,2,7,2,0,Obeticholic acid (OCA),FXR,0.1739,0.1936,Low
T68016,O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,441.36,4.14,86.7,2,3,6,0,Obeticholic acid (OCA),FXR,0.1728,0.4158,Low
T1473,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,329.44,3.47,76.8,2,4,0,0,Obeticholic acid (OCA),FXR,0.1728,0.2108,Low
TCA2511,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],330.47,3.69,54.4,1,3,1,0,Obeticholic acid (OCA),FXR,0.1728,0.0918,Low
T3371,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)C=O,486.69,5.38,94.8,3,4,2,1,Obeticholic acid (OCA),FXR,0.1724,0.1933,Low
T3S1850,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O)[C@@]1(C)CO,488.71,5.18,98,4,4,2,1,Obeticholic acid (OCA),FXR,0.1724,0.0948,Low
TN1403,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@@H](O)[C@H](O)[C@@]1(C)CO,488.71,5.18,98,4,4,2,1,Obeticholic acid (OCA),FXR,0.1724,0.0884,Low
T0276,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,446.58,3.52,100.9,2,6,6,0,Obeticholic acid (OCA),FXR,0.1720,0.1306,Low
T3150,CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)/C=C(\C)C(C)C)C[C@@H]1[C@@]3(C)CC[C@H](O)CC3=CC[C@]12O,490.64,2.98,124.3,4,7,4,0,Obeticholic acid (OCA),FXR,0.1720,0.1197,Low
T11365,[H][C@@]12CC=C3C(=CC[C@@]4(C)[C@@]3(C)CC[C@]4([H])[C@H](C)CC[C@H](O)[C@](C)(O)CO)[C@@]1(C)CCC(=O)C2(C)C,472.71,5.6,77.8,3,4,6,1,Obeticholic acid (OCA),FXR,0.1720,0.092,Low
T2S1837,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O)C3,318.46,4.16,57.5,2,2,1,0,Obeticholic acid (OCA),FXR,0.1711,0.0943,Low
T4S0498,[H][C@@]12CC[C@H]3C(=C)C(=O)[C@]1([C@H](O)C[C@]1([H])C(C)(C)C(=O)CC[C@@]21C)[C@@H]3O,332.44,2.28,74.6,2,4,0,0,Obeticholic acid (OCA),FXR,0.1711,0.1621,Low
T2804,CC1(C)CCCC(C)(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4C(O)CC23C)O1,476.74,5.71,69.9,3,4,1,1,Obeticholic acid (OCA),FXR,0.1707,0.1447,Low
T3S2197,CC1(C)CC[C@]2(C(=O)O)CCC3=C(CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@@]34C)[C@@H]2C1,488.67,5.02,115.1,4,4,2,1,Obeticholic acid (OCA),FXR,0.1707,0.1817,Low
T4S1983,[H][C@]12CC[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]3(O)[C@]1([H])CC[C@]1(O)C[C@@H](O)CC[C@@]12C,390.52,2.72,87,3,5,1,0,Obeticholic acid (OCA),FXR,0.1707,0.1069,Low
T17117,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,416.52,3.16,110,2,4,8,0,Obeticholic acid (OCA),FXR,0.1707,0.4871,Low
T40580,[H][C@@]12CCc3cc(OS(=O)(=O)[O-])ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],351.44,2.74,86.7,1,5,2,0,Obeticholic acid (OCA),FXR,0.1707,0.3976,Low
T27798,[H][C@@]12CC[C@@]3([H])NC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)NC(C)(C)c3ccc(OC)cc3)CC[C@@]21[H],464.65,4.96,67.4,2,3,4,0,Obeticholic acid (OCA),FXR,0.1702,0.2034,Low
TN6712,[H][C@@]12CC(=O)[C@@]3([H])C[C@@H](O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C1=C(C)[C@]3(CC[C@]12[H])O[C@]1([H])C[C@H](C)CN[C@@]1([H])[C@H]3C,443.63,3.23,78.8,3,5,0,0,Obeticholic acid (OCA),FXR,0.1702,0.0501,Low
T10233,[H][C@]12CC[C@@]3([H])[C@@]4(O)CC[C@H](c5ccc(=O)oc5)[C@@]4(C)C(=O)[C@@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(C)=O)C2,458.55,2.96,114,2,7,2,0,Obeticholic acid (OCA),FXR,0.1702,0.1835,Low
T31719,[H][C@@]12CC[C@](OC(=O)C(Cl)Cl)(C(=O)OCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,485.4,3.91,89.9,1,6,4,0,Obeticholic acid (OCA),FXR,0.1702,0.2483,Low
T5S0890,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)[C@@H](OC(C)=O)C[C@]43O)C2)O[C@@H](C)[C@@H]1O,576.73,3.68,120.8,2,9,5,1,Obeticholic acid (OCA),FXR,0.1698,0.2026,Low
T4A2462,[H][C@]12CC[C@]3(C)[C@@H](c4ccc(=O)oc4)CC[C@]3(O)[C@]1([H])CC[C@]1(O)C[C@@H](O)CC[C@@]12C,402.53,3.36,90.9,3,5,1,0,Obeticholic acid (OCA),FXR,0.1687,0.1177,Low
TQ0309,[H][C@@]12CC[C@H]3C(=C)C(=O)[C@]1([C@H](O)C[C@]1([H])C(C)(C)C(=O)CC[C@@]21C)[C@@H]3OC(C)=O,374.48,2.85,80.7,1,5,1,0,Obeticholic acid (OCA),FXR,0.1687,0.1867,Low
T11235,[H][C@@]12CCc3cc(OS(N)(=O)=O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H],351.47,2.49,89.6,2,4,2,0,Obeticholic acid (OCA),FXR,0.1687,0.2351,Low
T6858,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(OC(=O)CCCCC)C(C)=O,428.61,5.97,60.4,0,4,6,1,Obeticholic acid (OCA),FXR,0.1685,0.1119,Low
