Rank,ID,SMILES,Score
359,T3507,N#Cc1cnc(Cl)cn1,0.6572
360,T26389,NNC(=O)c1ccc(N)cc1,0.6567
361,T66797,Cc1ccccc1C=O,0.6562
362,TN9568,Cc1c(O)cccc1O,0.6558
363,TN9453,Cc1ccc(CC#N)cc1,0.6558
364,TCS0102,CC(C)=C1CC[C@@H](C)CC1=O,0.6553
365,TN9658,COc1cc(C=O)c(OC)cc1C,0.6553
366,T20472,C=CCc1ccccc1O,0.6553
367,T77349,Cc1cccc2c(C=O)c[nH]c12,0.6548
368,T38311,N[C@H](C(=O)O)c1ccsc1,0.6548
369,TN9396,Cc1ccc2ccc(C)cc2c1,0.6548
370,T35903,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.6543
371,T206000,CC(=O)c1ccc(C)c(O)c1,0.6543
372,T9432,Oc1ccc2cc(Br)ccc2c1,0.6538
373,T50040,C=CC(=O)Nc1cccc(OC)c1,0.6538
374,TYD-02832,Nc1c(F)c(N)c(F)c(F)c1F,0.6533
375,T9600,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.6533
376,T207095,Cc1cc(C)c2ccccc2c1,0.6528
377,T67384,CCc1cccc(C)c1O,0.6528
378,T2981,COc1cc(O)c(C(C)=O)c(OC)c1,0.6528
379,T0660,O=C1CCc2ccccc2C1,0.6523
380,TN9368,O=Cc1ccc2c(c1)CCC2,0.6523
381,TN9341,Cc1cc(C=O)ccc1O,0.6523
382,T67058,CC(C)(O)C(Cl)(Cl)Cl.O,0.6523
383,T21890,COc1oc(=O)c2cc(N)ccc2c1Cl,0.6519
384,T3167,Cl.NNc1ccc(Cl)cc1,0.6514
385,T10002,C/C=C/CC1(CC)C(=O)NC(=O)NC1=O,0.6514
386,T67710,O=C(O)C=Cc1c[nH]c2ccccc12,0.6514
387,T20206,O=C(NCO)NCO,0.6514
388,TN9267,CCc1cccc(C)c1,0.6514
389,T2953,Cc1nc(C)c(C)nc1C.Cl,0.6509
390,T4S0647,CCCCC1OC(=O)c2ccccc21,0.6509
391,T3245L,C=C(C)C1CC=C(C)C(=O)C1,0.6504
392,T50044,Nc1cccc2c(=O)[nH]ccc12,0.6504
393,TYD-00517,Cc1ccc2[nH]ccc2c1,0.6504
394,TYD-02847,Cc1cc(N)cc(Br)c1O,0.6504
395,T38294,Cc1ncc(CO)c(C)c1O.Cl,0.6504
396,T7433,Cl.NCCc1ccccc1,0.6504
397,TN7198,N#CCc1c[nH]c2cc(Br)ccc12,0.6499
398,T22364,COC(=O)CCCN.Cl,0.6499
399,T72103,Cl.N#CCCN,0.6499
400,T5594,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,0.6494
401,T205993,CC(C)COC(=O)c1ccccc1O,0.6494
402,TN1468,C=C(C)[C@@H]1CC=C(C)C(=O)C1,0.6489
403,T22458,Brc1ccc2c(c1)NCCC2,0.6484
404,T2593,Cl.NCCCC(N)(C(=O)O)C(F)F.O,0.6484
405,TN9771,Cc1ccccc1CC#N,0.6479
406,T4373,CSC(=S)NCc1c[nH]c2ccccc12,0.6479
407,T67771,O=Cc1cc2ccccc2cc1C=O,0.6479
408,Fr14298,CC(=O)c1ccc(C)cc1O,0.6479
409,T22398,O=C1CCN(c2ccccc2)N1,0.6479
410,TN7232,O=c1nc(CCCO)[nH]c2ccccc12,0.6475
411,TN9338,Cc1cc([N+](=O)[O-])ccc1O,0.6475
412,T80672,Oc1ccc(O)c2ccccc12,0.6470
413,T65283,Cc1occc(=O)c1OC(=O)C(C)C,0.6470
414,T35749,Cc1cc(O)c(C(C)C)cc1O,0.6465
415,TN9271,COc1ccc(OC)c(OC)c1,0.6465
416,TN9321,NC(=O)CCc1ccccc1,0.6465
417,T18161,COCCOCCBr,0.6460
418,T7075,O=C1C=C(Cl)C(=O)c2ccccc21,0.6460
419,T5364,CC(C)(C)c1cc(O)ccc1O,0.6460
420,T84008,C/C=C(\C)C(=O)OCCCC,0.6460
421,T206025,CCn1cccc1C=O,0.6450
422,TYD-00713,Nc1ccc2[nH]ccc2c1,0.6450
423,TN9182,Cc1oc2ccccc2c1C,0.6450
424,T77702,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,0.6450
425,TYD-02636,Cc1ccc2c(c1)CCCC2,0.6440
426,T38136,CC(=O)c1cc(O)cc(O)c1,0.6436
427,TN9806,CC12CC3CC(C)(C1)CC(C)(C3)C2,0.6431
428,TN9762,CC1CCCC(C)C1=O,0.6431
429,TN6810,COc1ccc(CO)cc1O,0.6431
430,TN1429,COc1cc(O)c(C(C)=O)c(OC)c1C,0.6426
431,TN6603,O=C1c2ccccc2C(=O)N1C[C@H]1CO1,0.6426
432,T0335,O=C([O-])c1ccccc1O.[Na+],0.6426
